profile_id,run,model,intent,reasoning,parse_error,latency_s
C_website_dwell_time_high,2,openai-gpt-oss-120b,High Intent,"Strong signals from demo_requests=2, website_dwell_time=10min and a very promising email response indicating active evaluation.",,4.22
D_demo_requests_low,4,apertus-70b-instruct-2509,High Intent,Company size (1200) and industry (Energy) suggest significant potential for data analytics and AI integration. Email response indicates relevance to current initiatives.,,5.6
E_email_response_icp,2,meta-llama-3.1-8b-instruct,High Intent,"Company size (250) and industry (Retail) indicate a medium to large business, which is a potential target for our services. The customer's response to the email ('Could we schedule a meeting next week?') suggests a strong interest in our offerings, and the single demo request indicates a specific interest in our product.",,3.79
C_website_dwell_time_high,4,meta-llama-3.1-8b-instruct,High Intent,"Company size (80) indicates a medium to large organization, which is a potential fit for our solutions. Industry (Healthcare) is a key sector for our expertise. Region (Middle East) is a target market. Website dwell time (10 min) suggests engagement. 2 demo requests indicate interest. Email response is very promising, indicating active evaluation.",,2.55
D_website_dwell_time_low,2,apertus-70b-instruct-2509,High Intent,High engagement metrics (2 demo requests) and positive email response indicate strong interest in the product. Company size (1200) and industry (Energy) suggest potential for large-scale implementation.,,5.73
C_website_dwell_time_low,5,meta-llama-3.1-8b-instruct,High Intent,"Company size is large (80), industry is Healthcare, and email response is very promising, indicating a strong interest in the solution.",,3.86
B_industry_icp,1,openai-gpt-oss-120b,High Intent,Demo requests = 1 indicates strong purchase interest despite no email response.,,2.46
D_demo_requests_high,3,apertus-70b-instruct-2509,High Intent,Company size 1200 (large enterprise) and industry Energy (high-value sector) indicate strong potential for data analytics and AI integration. Multiple demo requests and positive email response further support high intent.,,6.01
B_demo_requests_high,2,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large (5000), but website dwell time is short (40 sec) and there's no email response, indicating a lack of engagement.",,3.62
A_company_size_high,1,apertus-70b-instruct-2509,High Intent,"Company size (10000) and industry (Finance) suggest a large potential for data analytics and AI integration. Website dwell time (4 min) and demo request indicate active interest. Email response 'Looks interesting, could you send more info?' suggests readiness to engage further.",,4.23
E_industry_non-icp,1,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Public Service) suggest a potential for significant investment in data analytics platforms. The single demo request further indicates active interest.,,5.5
D_website_dwell_time_low,5,openai-gpt-oss-120b,High Intent,Positive email_response and 2 demo_requests indicate strong purchase intent despite low website_dwell_time.,,2.19
E_email_response_non-icp,5,apertus-70b-instruct-2509,Low Intent,Low website dwell time (1 min) and email response indicating no interest.,,3.34
B_demo_requests_high,4,openai-gpt-oss-120b,High Intent,Strong signal from demo_requests=3 outweighs lack of email response,,3.92
D_company_size_high,5,meta-llama-3.1-8b-instruct,High Intent,"Company size (10000) indicates a large organization, and the industry (Energy) is a key focus area for our services. The region (Asia) is also a strategic market. Additionally, the email response indicates strong interest, and 2 demo requests were made, suggesting a high level of engagement.",,3.32
D_demo_requests_low,3,meta-llama-3.1-8b-instruct,Low Intent,"Company size (1200) is relatively large, but no demo requests were made, and website dwell time (2.5 min) is short, and email response indicates mild interest but not strong purchase intent.",,8.4
C_BASE,1,meta-llama-3.1-8b-instruct,High Intent,"Company size (80) is large, indicating a potential for significant investment in data analytics platforms. Industry (Healthcare) is a key sector for our services, and Region (Middle East) is a target market. Website dwell time (7 min) is above average, suggesting interest in our solutions. Demo requests (2) indicate a desire for product information. Email response ('Very promising. We're actively evaluating solutions like this.') explicitly states purchase intent.",,7.07
D_website_dwell_time_high,3,apertus-70b-instruct-2509,High Intent,High website dwell time (10 min) and multiple demo requests (2) indicate strong interest. Email response also suggests relevance to current initiatives.,,1.73
E_website_dwell_time_high,3,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest potential for large-scale data analytics and AI integration. Website dwell time (10 min) and demo request indicate active interest.,,3.52
A_demo_requests_low,1,openai-gpt-oss-120b,Low Intent,Demo_requests=0 and only a passive email response indicate limited purchase intent despite moderate dwell time.,,3.69
E_industry_non-icp,3,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Public Service) suggest a potential for significant investment in data analytics platforms. The single demo request further indicates active interest.,,4.61
D_email_response_non-icp,4,openai-gpt-oss-120b,Low Intent,"Despite 2 demo_requests and 2.5 min dwell time, the email_response 'We’re not interested' strongly indicates low purchase intent.",,1.03
E_industry_icp,2,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Software/IT) indicate a potential fit for our services. The demo request further suggests active interest.,,20.05
C_industry_non-icp,2,meta-llama-3.1-8b-instruct,High Intent,"Company size (80) and engagement metrics (7 min dwell time, 2 demo requests, very promising email response) indicate strong interest in the solution.",,17.54
C_website_dwell_time_low,2,openai-gpt-oss-120b,High Intent,Strong signals from demo_requests=2 and email_response indicating active evaluation outweigh low website dwell time.,,19.34
A_BASE,5,apertus-70b-instruct-2509,High Intent,"Company size (500) and industry (Finance) indicate a potential for significant investment in data analytics and AI. The website dwell time (4 min) and demo request suggest active interest. Email response 'Looks interesting, could you send more info?' indicates readiness to engage further.",,20.97
B_region_non-icp,4,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large (5000 employees), but website dwell time is short (40 sec), and there is no email response, indicating a lack of engagement.",,16.5
B_email_response_non-icp,3,apertus-70b-instruct-2509,Low Intent,Low engagement (website dwell time 40 sec) and explicit disinterest (email response 'We’re not interested') outweigh single demo request.,,20.92
D_BASE,5,meta-llama-3.1-8b-instruct,High Intent,"Company size (1200) and industry (Energy) indicate a large organization with specific needs, while the email response suggests engagement with the content, and 2 demo requests indicate a strong interest in the product.",,17.61
B_BASE,4,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large (5000 employees), but website dwell time is short (40 seconds), and there is no email response, indicating a lack of engagement.",,19.05
D_company_size_low,3,meta-llama-3.1-8b-instruct,High Intent,"Company size (10) and industry (Energy) are strong indicators of potential interest, combined with a positive email response ('This looks relevant to our current initiatives.') and multiple demo requests (2), which suggests a high level of engagement.",,18.88
C_industry_non-icp,1,openai-gpt-oss-120b,High Intent,"Multiple demo_requests and a very promising email response indicate strong purchase intent, reinforced by 7 min website_dwell_time.",,19.41
E_BASE,1,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 250, which is relatively small, and website dwell time is 1 min, indicating limited interest in our services.",,18.34
D_company_size_high,1,apertus-70b-instruct-2509,High Intent,Company size (10000) and industry (Energy) suggest significant potential for data analytics and AI integration. Multiple demo requests and positive email response indicate strong interest.,,20.11
E_demo_requests_high,2,meta-llama-3.1-8b-instruct,High Intent,"Company size (250) and multiple demo requests (3) indicate a large organization with interest in our services, while website dwell time (1 min) is relatively short but not a strong deterrent.",,18.16
A_demo_requests_high,1,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Finance) indicate a medium to large enterprise, which typically has a higher purchase intent. Additionally, the engagement metrics show a moderate level of interest, with a 4-minute website dwell time and 3 demo requests, and a positive email response indicating a potential lead.",,19.28
